,state,year,enroll,total_rev,fed_rev,st_rev,loc_rev,total_exp,instruction_exp,service_exp,other_exp,capital_exp,rev_per_student,exp_per_student,ins_exp_per_student
667,California,2005,6307022.0,62171797,7148863,34912166,20110768,66196072,31070450,18046385,3132465.0,10223657,9.857551947654535,10.495614570553267,4.926326561093334
668,Colorado,2005,765388.0,6910296,472246,2954915,3483135,7284280,3380399,2343655,260280.0,918985,9.028487512216026,9.51710766304149,4.416582177928057
669,Connecticut,2005,552512.0,7898694,401558,2886076,4611060,7452057,4177845,2200133,277388.0,496778,14.295968232364183,13.487593029653654,7.561546174562724
670,Delaware,2005,112562.0,1431710,106513,894498,430699,1480157,761786,424220,62086.0,172879,12.719301362804499,13.149704163039036,6.767701355697304
671,District of Columbia,2005,62306.0,1109605,167922,0,941683,1085658,459063,450060,38671.0,134417,17.8089590087632,17.42461400186178,7.367877892979809
672,Florida,2005,2645280.0,23216404,2328513,9940813,10947078,23857012,11270907,6876508,1363005.0,3803764,8.776539345551322,9.018709550595778,4.2607614316820905
673,Georgia,2005,1552758.0,14724731,1375318,6449103,6900310,14492666,7886069,3954215,658022.0,1794894,9.48295291346108,9.333499489295821,5.078749554019364
674,Hawaii,2005,183185.0,2274166,236973,1986615,50578,1765805,1007207,559178,137949.0,61471,12.41458634713541,9.639462838114474,5.498304992220978
675,Idaho,2005,253782.0,1796035,192039,1023550,580446,1819519,989703,531569,77321.0,181622,7.077077964552253,7.169614078224618,3.899815589758139
676,Illinois,2005,2072437.0,21611180,1835598,7152163,12623419,22035569,11063949,6900767,755227.0,2137191,10.427906855552184,10.632684612366987,5.33861777221696
677,Indiana,2005,1014528.0,11653165,708922,5224277,5719966,11071431,5343758,3228234,413599.0,982893,11.486292147678526,10.912888555071914,5.26723560118597
678,Iowa,2005,478319.0,4638125,363930,2051926,2222269,4599549,2323233,1301312,214893.0,538313,9.696719135137847,9.616070028579253,4.857078644168432
679,Kansas,2005,468481.0,4223632,356865,2360120,1506647,4076597,2174402,1257432,183824.0,308365,9.015588679156679,8.701733901695052,4.641387804414693
680,Kentucky,2005,674502.0,5444309,646215,3121503,1676591,5750671,2864633,1660844,336579.0,741433,8.071598008604868,8.525802740392171,4.247034108127181
681,Louisiana,2005,717625.0,5975074,844640,2787542,2342892,5941561,3264689,1854202,362965.0,350658,8.326178714509668,8.279478836439644,4.5492966382163385
682,Maine,2005,198745.0,2324789,197651,895595,1231543,2325138,1355800,620991,96318.0,128520,11.697345845178495,11.699101864197841,6.821806837907872
683,Maryland,2005,865561.0,9906219,670998,3729262,5505959,9782665,5154440,2934277,407619.0,947970,11.444853684489019,11.302109267862114,5.9550280107352345
684,Massachusetts,2005,955225.0,12976279,761359,5434971,6779949,12726283,7203922,3750687,391078.0,803602,13.584526158758408,13.3228119029548,7.541597005941009
685,Michigan,2005,1721351.0,19106382,1513264,10990030,6603088,20489512,9269314,6479470,841610.0,1937442,11.099643245334624,11.903157461784378,5.38490639038755
686,Minnesota,2005,814660.0,8777363,529037,5912340,2335986,9082593,4637773,2157574,646632.0,937357,10.774265337686888,11.148936979844352,5.692893968035745
687,Mississippi,2005,494382.0,3639643,552628,1958500,1128515,3610904,1935459,1096574,231190.0,281713,7.362005493727523,7.303874331994288,3.914905882495722
688,Missouri,2005,902659.0,8340865,694008,3640728,4006129,8170965,4224716,2452665,457530.0,708726,9.240327742813177,9.052106055553647,4.680301199013138
689,Montana,2005,146552.0,1293070,191687,578321,523062,1268328,721019,412180,53055.0,59998,8.82328456793493,8.65445712102189,4.919885091981003
690,Nebraska,2005,284553.0,2895640,295968,878576,1721096,2708776,1487488,751435,127968.0,264339,10.176100761545301,9.51940763232157,5.2274549908101475
691,Nevada,2005,399727.0,3381646,251421,1996995,1133230,3483540,1665706,926213,115483.0,584219,8.459888874156611,8.714797849532307,4.167109051927941
692,New Hampshire,2005,202223.0,2332695,125956,878957,1327782,2333264,1261140,651058,65668.0,163780,11.535260578668105,11.53807430410982,6.2363826073196424
693,New Jersey,2005,1368959.0,23026334,937945,9340953,12747436,23023365,11575456,7408034,817943.0,2179605,16.820324056454577,16.818155255197563,8.45566302570055
694,New Mexico,2005,326102.0,2982991,480888,2102670,399433,3011696,1395996,955266,149000.0,466166,9.14741706582603,9.235441671624216,4.280856909801228
695,New York,2005,2816426.0,43936450,3156023,19202847,21577580,45086872,27866708,11303872,1182179.0,3342778,15.600072574248356,16.008541321518834,9.894351209653653
696,North Carolina,2005,1347177.0,11098165,1116670,6440768,3540727,10917913,6160224,3039968,580213.0,791873,8.23808972391898,8.10428993369097,4.572690893624223
697,North Dakota,2005,100413.0,969520,148482,341066,479972,985502,501563,258404,64839.0,88341,9.655323513887645,9.81448617210919,4.995000647326542
698,Ohio,2005,1778784.0,19746239,1413888,8313858,10018493,19785561,9700668,6526386,830761.0,2046199,11.100976284922734,11.12308239786281,5.453539046899455
699,Oklahoma,2005,629145.0,4892548,678448,2440741,1773359,4785987,2303527,1569038,467321.0,397131,7.776503031892489,7.607128722313616,3.661361053493233
700,Oregon,2005,550502.0,5022050,498217,2440758,2083075,5597579,2671228,1680005,181133.0,364717,9.12267348710813,10.168135628935044,4.852349310265903
701,Pennsylvania,2005,1755560.0,22657782,1750988,7667114,13239680,23183924,11284717,6638401,920319.0,1914407,12.906298844813051,13.205999225318417,6.427987081045364
702,Rhode Island,2005,153596.0,1903472,145957,747359,1010156,1790591,1023496,616544,74850.0,20070,12.392718560379176,11.657797078048908,6.663558946847574
703,South Carolina,2005,701176.0,6337711,639308,2832245,2866158,6572191,3134658,1903030,342107.0,938347,9.038687861535477,9.373097481944619,4.470572295686105
704,South Dakota,2005,124862.0,1053504,176738,350316,526450,1059303,539413,316892,46872.0,124727,8.437346830901316,8.48379010427512,4.320073360990533
705,Tennessee,2005,940769.0,6806262,787269,2962151,3056842,7067521,4120045,1907907,378064.0,483208,7.234785584984199,7.512493502655806,4.379443837966599
706,Texas,2005,4334611.0,37783715,4095588,13017433,20670694,40302144,18950703,10963041,1883727.0,5592231,8.716748746311954,9.297753362412452,4.371950101174015
707,Utah,2005,488055.0,3181279,326400,1729443,1125436,3188018,1632553,771298,241992.0,467720,6.518279702082757,6.532087572097407,3.3450184917683456
708,Vermont,2005,92819.0,1628681,95016,1090494,443171,1634534,739981,392627,36577.0,63280,17.546849244228014,17.609907454292763,7.972300929766535
709,Virginia,2005,1203697.0,12182657,826830,4871813,6484014,12385157,6565022,3699703,510204.0,1180309,10.121032950983512,10.289264657135476,5.4540486517786455
710,Washington,2005,1019925.0,9141383,796450,5588494,2756439,9399603,4629347,2692637,428619.0,1292543,8.962799225433242,9.215974704022354,4.538909233522073
711,West Virginia,2005,279456.0,2701056,329159,1607433,764464,2698703,1524187,852145,174265.0,137026,9.665407076605977,9.656987146455972,5.454121579067904
712,Wisconsin,2005,869301.0,9584108,565072,4770290,4248746,9433502,5128207,2944041,382137.0,472358,11.025074168786185,10.851824626912887,5.899230531196904
713,Wyoming,2005,84146.0,1132160,106484,585789,439887,1033603,510498,324752,29657.0,158464,13.454709671285622,12.283447816889693,6.066812445036009
714,Alabama,2006,743265.0,6364028,730112,3540436,2093480,6591429,3326656,1983482,485936.0,666550,8.562259759305228,8.868208512441727,4.475733419439904
715,Alaska,2006,132893.0,1625138,289855,918976,416307,1817656,871434,601197,58037.0,236931,12.228921011640944,13.677590241773457,6.557410849329912
716,Arizona,2006,947266.0,8084068,963600,3635388,3485080,7934177,3733989,2436340,392902.0,1143569,8.534105520519052,8.375870135738008,3.9418589920888114
717,Arkansas,2006,472609.0,4247664,482038,3108910,656716,4343877,2265821,1297593,211065.0,449548,8.987691728257397,9.191270162015535,4.794282377187062
718,California,2006,6295994.0,66302860,7421482,37439651,21441727,68722432,32387671,19079354,3259244.0,10047331,10.530959845260336,10.915263261051392,5.144171198384242
719,Colorado,2006,778842.0,7295561,520673,3087795,3687093,7803324,3562901,2518038,298896.0,1024225,9.367190007729423,10.01913610205921,4.574613336209398
720,Connecticut,2006,549744.0,8436197,388080,3148507,4899610,7982143,4406855,2354944,290868.0,603391,15.34568271777409,14.519745554294362,8.016194810675515
721,Delaware,2006,114371.0,1544615,109044,969809,465762,1646885,817872,467410,64658.0,227679,13.505302917697668,14.399498124524573,7.1510435337629294
722,District of Columbia,2006,59616.0,1092863,127371,0,965492,1081887,478688,433933,39503.0,126807,18.331706253354803,18.14759460547504,8.029522275899087
723,Florida,2006,2663973.0,25423686,2460004,10215772,12747910,26609155,12211602,7492039,1437303.0,4860930,9.543522400564871,9.988522781574739,4.583981143953036
724,Georgia,2006,1597682.0,16165924,1455212,7136011,7574701,15839227,8583817,4432252,708588.0,1930006,10.118361476188628,9.913879608082208,5.372669279618848
725,Hawaii,2006,182818.0,2705532,225393,2431735,48404,1939968,1077351,643718,143911.0,74988,14.799046045794178,10.611471518121848,5.893024756862016
726,Idaho,2006,258314.0,1875346,201040,1046128,628178,1903720,1027985,557225,82623.0,189807,7.259947196048221,7.369790255270717,3.979594601918595
727,Illinois,2006,2097585.0,22724326,1886721,7144629,13692976,22622323,11327481,7242674,818234.0,2021097,10.83356622020085,10.784937439960716,5.400248857614828
728,Indiana,2006,1026106.0,11578988,740036,5380185,5458767,11260755,5348450,3313154,424213.0,985099,11.28439751838504,10.974260943801127,5.2123757194675795
729,Iowa,2006,483482.0,4898509,397290,2158255,2342964,4930613,2425326,1428006,215683.0,592789,10.131729826549902,10.198131471285384,5.016372894957827
730,Kansas,2006,467279.0,4648920,340728,2640757,1667435,4439000,2378494,1345794,191458.0,358866,9.948917028156625,9.499677922611545,5.09009392675468
731,Kentucky,2006,679621.0,6002056,680251,3439085,1882720,6112978,3082253,1830653,356721.0,686124,8.83147518984846,8.994686744523786,4.53525273645164
732,Louisiana,2006,648313.0,6780668,1276913,2814302,2689453,6032182,3167501,1962367,338521.0,454736,10.458941899977326,9.304428570767515,4.885758884983026
733,Maine,2006,195675.0,2381908,201447,947857,1232604,2381439,1376177,660506,101979.0,115871,12.172776287210937,12.170379455730165,7.032973042033985
734,Maryland,2006,860021.0,10697117,663284,4189334,5844499,10585292,5535192,3217615,448422.0,1037525,12.43820441593868,12.308178521222157,6.436112606552631
735,Massachusetts,2006,949951.0,14160242,749362,6175593,7235287,13503621,7613569,3989906,413514.0,904979,14.906286745316338,14.215071093140594,8.014696547506135
736,Michigan,2006,1714416.0,19714584,1524718,11172247,7017619,20626758,9400832,6627833,872945.0,1842154,11.499300053195958,12.031361116555141,5.48340192812013
737,Minnesota,2006,812040.0,9314477,558287,6368364,2387826,9671933,4818788,2317030,697359.0,1063443,11.470465740603911,11.910660804886458,5.9341756563716075
738,Mississippi,2006,493952.0,4279581,856762,2108733,1314086,4066036,2096028,1244115,243110.0,413302,8.66396127558953,8.231641940917337,4.243383972531744
739,Missouri,2006,913765.0,8846493,740742,3830104,4275647,8654672,4483151,2619786,467463.0,758141,9.681365558978513,9.471441782077449,4.9062406636279565
740,Montana,2006,145259.0,1375638,190226,626958,558454,1377599,753664,442662,56642.0,97873,9.470242807674568,9.48374283176946,5.188415175651767
741,Nebraska,2006,285547.0,3107061,301764,948001,1857296,2867250,1570629,805633,128776.0,280954,10.881084374901505,10.041254154307348,5.50042199707929
742,Nevada,2006,412747.0,3691628,258814,2137351,1295463,4022979,1840698,1088646,119224.0,760380,8.944045626013029,9.746840073943602,4.459627810741205
743,New Hampshire,2006,201044.0,2459051,130088,925677,1403286,2494247,1332640,696005,68406.0,201565,12.231407055172003,12.406473209844611,6.628598714709218
744,New Jersey,2006,1371155.0,23915685,982557,9540387,13392741,24177714,12309954,7892051,837293.0,2033738,17.441999628050805,17.633100561205698,8.977799008864789
745,New Mexico,2006,326761.0,3094036,446994,2197044,449998,3099738,1500318,1016791,153346.0,385590,9.468804416683753,9.486254479573756,4.591484295861501
746,New York,2006,2787366.0,47018793,3340216,20183518,23495059,48359774,29589517,11898562,1264799.0,3970683,16.868539330679933,17.349631874680252,10.615583672901227
747,North Carolina,2006,1378306.0,11709885,1184622,6846954,3678309,11725031,6342589,3344466,618610.0,1052527,8.495852880274771,8.506841731807015,4.601727773077966
748,North Dakota,2006,98172.0,1008339,151248,348475,508616,1017084,513113,269235,68526.0,92963,10.271146559100355,10.360224911380026,5.226673593285255
749,Ohio,2006,1769200.0,20957714,1479925,8695982,10781807,20589584,10048571,6796495,852673.0,2177340,11.845870449920868,11.637793352927877,5.679725864797649
750,Oklahoma,2006,634468.0,5120286,654807,2570987,1894492,5094695,2437935,1677749,492085.0,436567,8.070203698216458,8.029869118694718,3.8424869339352026
751,Oregon,2006,556185.0,5429145,516962,2737088,2175095,5386128,2834418,1803634,189427.0,319231,9.761401332290514,9.684058361875994,5.096178429838992
752,Pennsylvania,2006,1752402.0,23950553,1794419,7973651,14182483,24195122,11675380,7025760,966663.0,2009924,13.667270980060511,13.806833135319406,6.662500955830911
753,Rhode Island,2006,150112.0,2004709,149493,797349,1057867,1983578,1120778,690355,80127.0,28706,13.35475511617992,13.213986889788957,7.46627851204434
754,South Carolina,2006,699027.0,6752813,664113,3023114,3065586,7148083,3310899,2071441,366285.0,1128702,9.660303536201035,10.225760950578447,4.7364393650030685
755,South Dakota,2006,121718.0,1086433,177452,355719,553262,1052315,552199,334845,48881.0,86227,8.925820338815951,8.645516686110518,4.536707799996714
756,Tennessee,2006,953514.0,7195519,793477,3097824,3304218,7395357,4248091,1995464,395656.0,573015,7.546317096550234,7.755897658555616,4.455195204265485
757,Texas,2006,4450272.0,41142403,4735208,13503141,22904054,43394244,20299749,11672256,1980118.0,6170544,9.244918737551323,9.750919494358996,4.561462535323684
758,Utah,2006,496507.0,3381146,342862,1825910,1212374,3371338,1709307,821539,255128.0,504723,6.809865721933427,6.790111720479268,3.442664453874769
759,Vermont,2006,90850.0,1725093,102791,1153104,469198,1711762,763591,410862,37607.0,59192,18.988365437534398,18.841629058888277,8.404964226747385
760,Virginia,2006,1213616.0,13153845,866982,5126114,7160749,13481336,7024659,3974403,538026.0,1298749,10.838556017718949,11.10840331702944,5.788205659780359
761,Washington,2006,1031668.0,9679682,801941,5899155,2978586,9915617,4826779,2852334,440909.0,1422488,9.38255524063943,9.611247998387078,4.6786165704470815
762,West Virginia,2006,279788.0,2814536,346628,1649661,818247,2852607,1569685,897874,184320.0,187462,10.059530787596323,10.195601669835733,5.610265629691051
763,Wisconsin,2006,869596.0,9855692,580810,5066552,4208330,9779642,5290595,3064437,400780.0,545716,11.33364458898155,11.246190184867455,6.083968877501737
764,Wyoming,2006,86155.0,1150345,115937,507178,527230,1146527,571127,362807,34310.0,168214,13.352039928036678,13.307724450118972,6.629063896465673
765,Alabama,2007,743273.0,7069040,689072,4070949,2309019,7196459,3653466,2174210,546077.0,687816,9.510691226507623,9.682120835816718,4.915375642597
766,Alaska,2007,132197.0,1800616,282270,1052357,465989,1938755,927307,645857,60699.0,257723,13.6207024365152,14.665650506441144,7.014584294651165
767,Arizona,2007,969875.0,8724434,953861,4204089,3566484,8709531,3977800,2656438,403069.0,1436673,8.995421059414873,8.980055161747648,4.101353267173605
768,Arkansas,2007,474532.0,4415981,483689,3319030,613262,4779308,2337748,1378576,450454.0,470562,9.305970935574418,10.071624252948167,4.926428565407601
769,California,2007,6288686.0,72516936,7200298,42333637,22983001,73225422,34685013,20655194,3467540.0,10058842,11.531333572705014,11.643993991749628,5.515462689662037
770,Colorado,2007,790211.0,7689014,529854,3307016,3852144,8039146,3782300,2483095,286754.0,1083411,9.730330253565187,10.17341697344127,4.786443114560542
771,Connecticut,2007,549230.0,8913149,386553,3299175,5227421,8685421,4610572,2503468,311943.0,913165,16.22844527793456,15.813813884893396,8.394610636709576
772,Delaware,2007,114678.0,1694929,102114,1071957,520858,1705204,825084,481610,68343.0,245757,14.779896754390554,14.869495456844382,7.194788887144875
773,District of Columbia,2007,56943.0,1148358,134700,0,1013658,1140506,491992,437772,40703.0,167103,20.166798377324692,20.02890609908154,8.640078675166395
774,Florida,2007,2656176.0,28898362,2489027,11578932,14830403,29849892,13476109,8136539,1515095.0,5992654,10.87968643644096,11.237919475215497,5.0735000240947885
775,Georgia,2007,1628409.0,17755989,1475463,7907177,8373349,17389530,9507096,4672304,757339.0,2271958,10.90388778249199,10.678846653389904,5.838272817209927
776,Hawaii,2007,180728.0,2985593,256696,2681049,47848,2199604,1177781,732536,151243.0,138044,16.519814306582266,12.17079810544022,6.516870656456111
777,Idaho,2007,262935.0,2011951,202977,1338182,470792,1960472,1069134,590192,86738.0,163583,7.651894955026908,7.456108924258848,4.0661532317873235
778,Illinois,2007,2101075.0,23897153,1862627,7566377,14468149,23401917,11692204,7509591,834000.0,2082140,11.373774377402045,11.138068369763097,5.564867508299323
779,Indiana,2007,1034588.0,10458932,765168,5224450,4469314,11462062,5511104,3351081,448190.0,887670,10.109272483346027,11.07886617668096,5.326858614250311
780,Iowa,2007,483122.0,5194536,390585,2279228,2524723,5198975,2557629,1480218,221002.0,647628,10.752017088851263,10.761205244224026,5.293960945682457
781,Kansas,2007,468974.0,5038100,346441,2889107,1802552,4823931,2602503,1418802,199749.0,427238,10.74281303441129,10.286137397808833,5.549354548439785
782,Kentucky,2007,646360.0,6226696,677570,3557084,1992042,6351636,3184235,1877438,371495.0,755710,9.633479794541742,9.82677764713163,4.926410978402129
783,Louisiana,2007,662302.0,7048732,1234006,2911249,2903477,6657341,3430268,2140586,363037.0,618284,10.642776256149007,10.05182077058502,5.179310948781674
784,Maine,2007,193539.0,2538161,198101,1081891,1258169,2501127,1459635,710785,111153.0,91361,13.114467885025757,12.92311627113915,7.54181327794398
785,Maryland,2007,851640.0,11674965,661677,4684827,6328461,11541225,6031042,3503877,474728.0,1170502,13.708803015358603,13.551764830209947,7.081680052604387
786,Massachusetts,2007,945070.0,14407777,754202,6485380,7168195,14315518,8053653,4248353,422102.0,951016,15.245195593977165,15.14757425375898,8.521752886029606
787,Michigan,2007,1686473.0,20576110,1541818,11383198,7651094,19839838,9608836,6721838,871870.0,1629007,12.200675611171954,11.764100581509458,5.69759254965837
788,Minnesota,2007,810104.0,9693509,546297,6267386,2879826,10030105,5048143,2405182,730882.0,1074228,11.965758717399247,12.381255986885634,6.231475217996701
789,Mississippi,2007,494135.0,4220926,712846,2214700,1293380,4158733,2160396,1296685,251539.0,379581,8.542050249425765,8.416187883877887,4.372076456838718
790,Missouri,2007,910142.0,8908844,730811,3641310,4536723,9245525,4743390,2738098,485391.0,925265,9.788411039156527,10.158332436037453,5.211703228726946
791,Montana,2007,144258.0,1474306,190631,702476,581199,1442434,793711,463422,58824.0,100592,10.219925411415659,9.998987924413203,5.5020241511735914
792,Nebraska,2007,287135.0,3234014,298196,992032,1943786,3117931,1673992,845739,131267.0,378827,11.263043516116113,10.858763299493269,5.829982412454072
793,Nevada,2007,422782.0,4006081,277849,2266751,1461481,4346371,2047045,1216122,139918.0,731227,9.475524028932169,10.280406923662786,4.8418452062765205
794,New Hampshire,2007,198625.0,2600123,137058,936882,1526183,2608190,1395619,733978,70608.0,208008,13.090612964128383,13.131227186910007,7.026401510383889
795,New Jersey,2007,1363804.0,25293076,991769,10101279,14200028,25572112,13250745,8316185,868012.0,1997462,18.545975814706512,18.75057706239313,9.716018577449546
796,New Mexico,2007,327816.0,3272953,444466,2360542,467945,3279467,1610295,1103097,119933.0,396529,9.984116089513629,10.003986992703224,4.91219159528516
797,New York,2007,2754976.0,50762544,3269310,22845772,24647462,51253984,31465706,12638159,1318628.0,4216048,18.42576632246524,18.604149001660996,11.421408389764556
798,North Carolina,2007,1416028.0,13063307,1184934,7481148,4397225,12794086,6987589,3582953,642597.0,1166854,9.225316872265237,9.035192806921897,4.934640416714924
799,North Dakota,2007,96577.0,1045678,150165,355662,539851,1042175,523778,283833,69691.0,90844,10.827401969413007,10.79113039336488,5.423423796556116
800,Ohio,2007,1758645.0,22142424,1461326,9341723,11339375,21336580,10202242,6930905,876199.0,2595974,12.590616070895491,12.132397385487122,5.8011946697599575
801,Oklahoma,2007,639032.0,5491931,650579,2782356,2058996,5505213,2688963,1732136,526547.0,502002,8.594140825498567,8.61492538714806,4.207869089497866
802,Oregon,2007,559643.0,5648586,526411,2908595,2213580,5634955,2999104,1908603,199410.0,293730,10.093195126178653,10.068838527418372,5.358959193628795
803,Pennsylvania,2007,1760451.0,25334577,1821479,8593421,14919677,25627083,11994620,7333616,1022492.0,2533079,14.390958339652737,14.557112353595755,6.813379071612899
804,Rhode Island,2007,147861.0,2100679,165167,817792,1117720,2082332,1177636,731694,85397.0,20234,14.207120200729063,14.083037447332291,7.964480153657827
805,South Carolina,2007,701580.0,7130274,680718,3120416,3329140,7660995,3481608,2157719,384965.0,1290372,10.163165996750193,10.919631403403747,4.962524587359959
806,South Dakota,2007,121158.0,1136570,174096,371645,590829,1096568,573916,335382,50283.0,105370,9.3808910678618,9.050727149672328,4.736922035688935
807,Tennessee,2007,978084.0,7617488,805633,3342186,3469669,7817659,4473035,2144367,414587.0,593354,7.788173612900324,7.992829859194098,4.573262623660136
808,Texas,2007,4513835.0,44355326,4423644,15952564,23979118,45920825,21061312,12451077,2073350.0,6654163,9.826527996703469,10.173350377229118,4.66594636268273
809,Utah,2007,504079.0,3656090,343915,1977900,1334275,3618540,1816456,871613,266481.0,579188,7.253009944869753,7.178517652986932,3.6035145284766874
810,Vermont,2007,89329.0,1836316,97086,1237083,502147,1804519,800453,439237,41603.0,70359,20.556773276315642,20.20081944273416,8.96072943836828
811,Virginia,2007,1220440.0,14176385,890144,5796043,7490198,14700853,7630837,4338027,573603.0,1473546,11.61579840057684,12.045535216807053,6.252529415620596
812,Washington,2007,1026121.0,10350748,801339,6339782,3209627,10682397,5148806,3028183,463389.0,1624443,10.0872587151028,10.410465237530467,5.017737674211911
813,West Virginia,2007,281298.0,2905489,353571,1677212,874706,2983267,1608247,941055,189649.0,228873,10.328864762636066,10.605361573846952,5.717235813976637
814,Wisconsin,2007,870584.0,10154985,574090,5175386,4405509,9988878,5459295,3147269,420699.0,467948,11.66456654383724,11.47376703454233,6.270842331124854
815,Wyoming,2007,85034.0,1477891,111051,722364,644476,1390344,661713,428613,42353.0,246698,17.38000094080015,16.350448056071688,7.78174612507938
816,Alabama,2008,742919.0,7726213,711391,4649053,2365769,7847387,3947003,2373070,564746.0,816799,10.399805362361173,10.56291062686511,5.312830873890693
817,Alaska,2008,130624.0,2188587,303399,1419318,465870,2274819,1113396,740000,65654.0,307512,16.75486128123469,17.415015617344437,8.523670994610486
818,Arizona,2008,987332.0,9272152,989340,4458836,3823976,9581201,4251747,2878922,443634.0,1571620,9.391118691585,9.704132956290286,4.306299198243346
819,Arkansas,2008,476110.0,4608356,488378,3487063,632915,4720720,2388502,1462092,248189.0,463449,9.679183381991557,9.915187666715674,5.016702022641827
820,California,2008,6258421.0,74626928,7227456,43187637,24211835,76618865,36542347,22310865,3692956.0,9388155,11.924242232984966,12.242523313787935,5.838908408366903
821,Colorado,2008,796824.0,8070129,543952,3398303,4127874,8884786,4221868,2765773,314078.0,1157579,10.12786888949128,11.150248988484282,5.298369527022278
822,Connecticut,2008,544417.0,9322225,386592,3520752,5414881,9046750,4878853,2669596,313708.0,826090,17.123317236603558,16.617317240277213,8.961610309744184
823,Delaware,2008,114062.0,1694998,104304,1037624,553070,1746925,852701,494996,72590.0,241390,14.860321579491856,15.315573986077748,7.475767565008504
824,District of Columbia,2008,58191.0,1224312,85568,0,1138744,1224785,520090,439197,43032.0,202768,21.039542197247,21.047670601983125,8.937636404254954
825,Florida,2008,2645680.0,30001821,2480218,11830218,15691385,31219589,14392625,8465282,1558863.0,5980134,11.339928109219558,11.800213555683227,5.4400475492123
826,Georgia,2008,1646010.0,18683630,1449557,8432720,8801353,19172087,10289480,5115445,813562.0,2703375,11.350860565853184,11.647612711951933,6.251164938244604
827,Hawaii,2008,179897.0,2541703,310732,2154313,76658,2242408,1281836,742938,123179.0,94455,14.128656953701284,12.464954946441575,7.125388416705115
828,Idaho,2008,265844.0,2151476,205035,1409151,537290,2001328,1124302,627415,94898.0,93431,8.093001910895111,7.528204510916177,4.229179518815546
829,Illinois,2008,2099118.0,25431714,1996023,8357924,15077767,25696866,12676038,8161836,885452.0,2559210,12.115428479961583,12.241744389786568,6.038744844263162
830,Indiana,2008,1033329.0,11340157,808860,5367296,5164001,10865851,5504992,3433093,461943.0,941950,10.974391505512765,10.51538377419002,5.32743395375529
831,Iowa,2008,485114.0,5496908,391985,2465108,2639815,5495756,2737356,1560614,220771.0,672361,11.331167519387195,11.328792819832039,5.642706662763804
832,Kansas,2008,467743.0,5378095,344198,3138799,1895098,5122049,2770019,1540862,213301.0,428160,11.49797003910267,10.950562595271334,5.922096108332995
833,Kentucky,2008,666019.0,6637062,697220,3841470,2098372,6793215,3422359,2027937,402041.0,760566,9.965274263947425,10.199731539190324,5.138530582460861
834,Louisiana,2008,662971.0,7751886,1290154,3376556,3085176,7599993,3879560,2344416,397140.0,787702,11.69264718969608,11.46353762080091,5.851779338764441
835,Maine,2008,193058.0,2594335,194914,1122001,1277420,2582293,1359995,843451,135557.0,113571,13.438111862756271,13.37573682520279,7.044489220855908
836,Maryland,2008,845700.0,13098112,701595,5499326,6897191,12739693,6614339,3878575,500507.0,1358068,15.487894052264396,15.064080643254108,7.82114106657207
837,Massachusetts,2008,937677.0,14633578,742093,6114211,7777274,14631545,8479345,4447719,441653.0,655884,15.606203415461827,15.604035291470304,9.042927361980725
838,Michigan,2008,1661936.0,20441973,1492685,11170772,7778516,20703780,9608877,6735708,896352.0,1375044,12.300096393603605,12.457627730550394,5.781737082535067
839,Minnesota,2008,807929.0,10118118,558886,6513673,3045559,10462624,5242058,2589268,768142.0,1136550,12.523523725475878,12.949930006225795,6.48826567681071
840,Mississippi,2008,493302.0,4449009,708253,2389484,1351272,4363308,2286231,1364586,264883.0,377201,9.01883430434095,8.8451050269409,4.634546383351375
841,Missouri,2008,898350.0,9335599,723460,3808601,4803538,9900419,5004354,2939293,518600.0,1070552,10.391939667167586,11.020670117437524,5.570606111203873
842,Montana,2008,142695.0,1562815,185898,766328,610589,1557678,831718,491537,62756.0,141860,10.952135673989979,10.91613581414906,5.828641508111707
843,Nebraska,2008,290912.0,3383157,321975,1091160,1970022,3325663,1784350,869629,135025.0,444442,11.629485892641073,11.431852243977561,6.133641788582114
844,Nevada,2008,428776.0,4338601,280898,2493641,1564062,4881218,2094491,1329327,150730.0,1058467,10.11857240144038,11.384074668358304,4.884813982125865
845,New Hampshire,2008,195668.0,2715463,136012,1008333,1571118,2715961,1495009,783298,74069.0,163893,13.87791054234724,13.880455669808041,7.64053907639471
846,New Jersey,2008,1353191.0,25916004,976009,10359646,14580349,26168480,13739017,8737387,899413.0,1625458,19.151770888219033,19.338349131792924,10.15305082578882
847,New Mexico,2008,329045.0,3569311,467492,2542639,559180,3599724,1732652,1129277,125528.0,569550,10.847485906183046,10.939913993526721,5.265699220471364
848,New York,2008,2727552.0,53147343,3129776,24036865,25980702,54870811,33446544,13610428,1375430.0,4805621,19.48536379874701,20.117237361560843,12.262477122342672
849,North Carolina,2008,1408316.0,13610326,1240410,8009636,4360280,13731201,7229214,3566002,718663.0,1728313,9.664255749419874,9.750085208149308,5.133232882392872
850,North Dakota,2008,94959.0,1104803,145770,383307,575726,1085970,552250,300054,73451.0,88292,11.634526479849198,11.436198780526333,5.815667814530482
851,Ohio,2008,1743920.0,22746589,1523431,9777048,11446110,21951104,10494471,7164617,896835.0,2568654,13.043367241616588,12.58721959722923,6.01774794715354
852,Oklahoma,2008,641682.0,5780151,642088,2957101,2180962,5667749,2773416,1823162,555187.0,459000,9.007812280849393,8.83264451862449,4.322103471813141
