,state,year,enroll,total_rev,fed_rev,st_rev,loc_rev,total_exp,instruction_exp,service_exp,other_exp,capital_exp,rev_per_student,exp_per_student,ins_exp_per_student
853,Oregon,2008,562632.0,6107684,515223,3200001,2392460,6407512,3217111,2061901,212339.0,621540,10.855557451406959,11.388459952508923,5.717966628275676
854,Pennsylvania,2008,1718588.0,26357235,1868700,9032615,15455920,26597713,12375013,7655651,1095105.0,2537699,15.336564086331338,15.476491747876745,7.20068626104686
855,Rhode Island,2008,143812.0,2173888,164966,836509,1172413,2175172,1229747,765970,88156.0,28023,15.11617945651267,15.125107779601146,8.551073623897867
856,South Carolina,2008,710685.0,7743317,693967,3916453,3132897,8167262,3745507,2467160,389371.0,1179283,10.895568360103281,11.4920984683791,5.270277267706509
857,South Dakota,2008,121606.0,1190917,180925,394721,615271,1172715,609848,351235,61081.0,114678,9.793242109764321,9.643561995296285,5.014949920234199
858,Tennessee,2008,966963.0,8086152,840919,3711646,3533587,8488521,4709467,2373319,451628.0,735501,8.362421312914766,8.778537544869867,4.870369393658289
859,Texas,2008,4581517.0,46245975,4501845,19923849,21820281,50205827,22845539,13360064,2214832.0,8133118,10.094031081844726,10.958341309221378,4.986457324069735
860,Utah,2008,556314.0,4198001,380907,2363716,1453378,4337917,2068264,948423,289783.0,929772,7.546099864465033,7.7976053092318365,3.7177996599042986
861,Vermont,2008,87919.0,1888635,94504,1290067,504064,1888133,831132,463215,44089.0,83821,21.48153413937829,21.4758243383114,9.45338322774372
862,Virginia,2008,1230857.0,14768120,897627,5957786,7912707,15236306,8003167,4645375,555074.0,1528769,11.998241875376262,12.378615874955416,6.502109505815866
863,Washington,2008,1029576.0,11195224,895642,6932500,3367082,11677666,5561706,3369299,501855.0,1797341,10.873625647839498,11.342208831596697,5.4019382736194315
864,West Virginia,2008,281735.0,2965828,320529,1723068,922231,3068910,1667812,945152,190634.0,249687,10.52701297318402,10.89289580634284,5.919789873462651
865,Wisconsin,2008,867929.0,10619354,629423,5221550,4768381,10545964,5619617,3294291,451721.0,666877,12.235279613885467,12.150722006062708,6.474742749694964
866,Wyoming,2008,85991.0,1602514,100207,846239,656068,1517325,703831,449989,43352.0,309892,18.63583398262609,17.64516054005652,8.184937958623577
867,Alabama,2009,745668.0,7186390,728795,4161103,2296492,7815467,3836398,2331552,561019.0,924956,9.637519646813328,10.48116185755591,5.144914358669006
868,Alaska,2009,130236.0,2158970,312667,1357747,488556,2396412,1129756,832783,70835.0,303165,16.57736724100863,18.40053441444762,8.674682883380939
869,Arizona,2009,981303.0,8802515,1044140,3806064,3952311,9580393,4296503,2983729,455403.0,1312659,8.970231416799908,9.762930511778727,4.378365295938155
870,Arkansas,2009,474423.0,4753142,534510,3530487,688145,5017352,2417974,1492691,533057.0,409763,10.01878492400242,10.575692999707012,5.096662682880046
871,California,2009,6234155.0,73958896,9745250,40084244,24129402,74766086,35617964,21693675,3759373.0,8881265,11.863499704450723,11.992978358735066,5.713358747095637
872,Colorado,2009,812068.0,8310673,560538,3634018,4116117,8682489,4108304,2708535,330128.0,1035058,10.233961934222258,10.6918250688366,5.059064019269322
873,Connecticut,2009,539250.0,9681268,403017,3606594,5671657,9323053,5054397,2805173,330685.0,763075,17.953209086694482,17.288925359295316,9.373012517385257
874,Delaware,2009,116804.0,1718993,109682,1047418,561893,1798244,877678,496383,80812.0,254460,14.716901818430875,15.395397417896648,7.5141091058525395
875,District of Columbia,2009,44331.0,801008,75856,0,725152,805362,330698,370127,38514.0,66023,18.06880061356613,18.167016309129053,7.459746001669261
876,Florida,2009,2623067.0,26494500,2694566,9047586,14752348,28867429,13884278,8067350,1546420.0,4533913,10.100580732402184,11.005219843793544,5.293146534190702
877,Georgia,2009,1649598.0,17972839,1644548,7739086,8589205,19025136,10063924,5135180,837062.0,2712073,10.895284184389165,11.533195360324152,6.100834263863074
878,Hawaii,2009,179478.0,2689758,392837,2205032,91889,2318671,1402305,718309,129473.0,68584,14.986561026978237,12.918970570209162,7.813241734362986
879,Idaho,2009,267951.0,2182273,218777,1459554,503942,2078446,1157633,646213,100576.0,111190,8.14429877104396,7.756813745796806,4.32031602793048
880,Illinois,2009,2117291.0,26987426,3346509,7879160,15761757,27716187,13520105,8764971,932950.0,2884993,12.746205410593065,13.09040042204874,6.3855676900341045
881,Indiana,2009,1028259.0,12999357,1403839,5804809,5790709,11218398,5548292,3681825,476598.0,899628,12.642103789025917,10.910089773101912,5.395811755598541
882,Iowa,2009,487559.0,5732319,431142,2545353,2755824,5732186,2914176,1615189,225983.0,672339,11.757180156657963,11.756907369159425,5.977073543919813
883,Kansas,2009,470445.0,5615208,378810,3291485,1944913,5827751,2883104,1578417,223951.0,958961,11.935950004782706,12.387741393786733,6.128461350423535
884,Kentucky,2009,669858.0,6706922,719997,3870440,2116485,6831006,3468191,2050683,411529.0,720114,10.012453385642928,10.197692645306915,5.17750179888872
885,Louisiana,2009,662774.0,7984550,1238259,3568903,3177388,8053960,4051985,2542723,408292.0,824390,12.047168416383261,12.151894914405212,6.113675249783486
886,Maine,2009,187372.0,2623127,245063,1107152,1270912,2624504,1383650,857706,148378.0,108016,13.999567704886536,14.006916721815426,7.384507824007856
887,Maryland,2009,843781.0,13147931,694846,5697257,6755828,12757599,6899346,3984072,490336.0,961161,15.58216053691657,15.119561829432044,8.176702248569237
888,Massachusetts,2009,932437.0,15298022,1181681,5974489,8141852,15174814,8885949,4626112,456737.0,589413,16.40649395079775,16.274358482128015,9.529811665560247
889,Michigan,2009,1537515.0,19616665,2094714,10130740,7391211,19992550,9422685,6354021,865858.0,1280455,12.758682029118415,13.003157692770477,6.12851581935786
890,Minnesota,2009,800831.0,10353784,575703,6590788,3187293,11193640,5815987,2712430,803017.0,1187008,12.928800208783127,13.977530839840115,7.262439890563677
891,Mississippi,2009,491194.0,4392101,675576,2334363,1382162,4552756,2317710,1392119,275915.0,493773,8.941682919579636,9.268753282816972,4.718522620390314
892,Missouri,2009,893807.0,9472520,758650,3927189,4786681,10227305,5175127,3023041,535977.0,1120105,10.597947879128268,11.442408707920166,5.789982624884343
893,Montana,2009,141782.0,1607935,195705,765177,647053,1622485,855803,509899,66973.0,158151,11.340896587719174,11.443518923417642,6.036048299502053
894,Nebraska,2009,292161.0,3522481,297732,1182776,2041973,3523803,1887427,905681,144995.0,488293,12.056643426056182,12.061168328421658,6.460229120245344
895,Nevada,2009,430985.0,4442101,425133,2272415,1744553,4577881,2145779,1364083,142194.0,633545,10.306857547246423,10.621903314500505,4.97877884381127
896,New Hampshire,2009,197024.0,2816162,146867,1002239,1667056,2757401,1546316,822081,74820.0,112359,14.293497238915055,13.995254385252558,7.848363651128796
897,New Jersey,2009,1354912.0,26510413,1014556,10401527,15094330,26145334,13800343,8687138,952796.0,1499241,19.566151159632508,19.296702664084457,10.185416469851917
898,New Mexico,2009,328737.0,3703477,519973,2615320,568184,3945515,1807514,1167618,132017.0,784529,11.26577476827981,12.002041145353276,5.498358870464839
899,New York,2009,2696688.0,55885116,3197833,25768345,26918938,57851481,35195372,14079990,1415237.0,5463718,20.72361207525676,21.452789866680906,13.051332597616039
900,North Carolina,2009,1452064.0,15410564,1377661,8229140,5803763,14868070,7943541,3848021,751609.0,1647148,10.612868303325474,10.239266313330543,5.470517139740397
901,North Dakota,2009,94653.0,1150142,160294,407374,582474,1137260,579830,310316,78735.0,95977,12.151141538038942,12.015044425427615,6.125849154279315
902,Ohio,2009,1729072.0,22779344,1531263,10226228,11021853,22427481,10734314,7347959,929409.0,2552105,13.174317784337495,12.970819607280669,6.208135924935457
903,Oklahoma,2009,644549.0,6029807,768972,3014993,2245842,5941799,2836912,1895590,577867.0,568720,9.355079287998274,9.218537302827249,4.401390739881685
904,Oregon,2009,560726.0,6158756,656298,3117315,2385143,6715011,3291310,2121378,214699.0,803096,10.98353919739766,11.975565606017913,5.869729600553568
905,Pennsylvania,2009,1687145.0,26755585,1811141,9858461,15085983,27328680,12803821,7637090,1155635.0,2411908,15.85849763950342,16.19818095065925,7.589045991897555
906,Rhode Island,2009,141521.0,2179714,206225,765069,1208420,2171376,1224158,773039,90493.0,24161,15.402053405501658,15.343136354321974,8.650009539220328
907,South Carolina,2009,714290.0,7669733,734602,3654658,3280473,8427391,3854229,2463391,398422.0,1318784,10.737561774629352,11.798276610340338,5.395888224670652
908,South Dakota,2009,126624.0,1258876,201889,412798,644189,1273527,645912,379946,56772.0,154459,9.941843568359868,10.05754833206975,5.1010235026535256
909,Tennessee,2009,971484.0,8112895,870374,3800870,3441651,8611178,4809809,2480290,461464.0,652210,8.351033058701944,8.863942175064128,4.950991472839491
910,Texas,2009,4647205.0,48087531,4913841,19708771,23464919,53575273,23895853,13799383,2289408.0,9297597,10.347624217136968,11.528493578398198,5.1419838375970075
911,Utah,2009,532433.0,4238943,535223,2224007,1479713,4419750,2169434,1008636,310325.0,821593,7.961458061389884,8.301044450663277,4.074567128634025
912,Vermont,2009,86320.0,1683034,102453,1336424,244157,1661019,859433,489015,49100.0,64170,19.497613531047264,19.242574142724745,9.956360055607044
913,Virginia,2009,1235064.0,15251481,914507,6317714,8019260,15510318,8194237,4813706,574858.0,1418914,12.34873739336585,12.558311148248189,6.634665895856409
914,Washington,2009,1035907.0,12025012,1385421,7146416,3493175,12240632,5984072,3464921,509407.0,1818982,11.608196488680933,11.816342586738,5.776649834396331
915,West Virginia,2009,281908.0,3097212,355325,1793917,947970,3121728,1759397,994305,196984.0,157049,10.986605559260468,11.073570100883977,6.241032535437093
916,Wisconsin,2009,867035.0,10991081,1258519,4785070,4947492,10880480,5857285,3382519,473295.0,648807,12.6766289711488,12.549066646675163,6.7555346669972955
917,Wyoming,2009,86971.0,1675761,108333,945765,621663,1658156,744877,482641,47165.0,372507,19.268043370778766,19.06561957434087,8.56465948419588
918,Alabama,2010,748889.0,7281058,1134111,3800128,2346819,7647571,3900492,2308399,555539.0,729720,9.722479566397691,10.211888544230186,5.208371334069535
919,Alaska,2010,131265.0,2230338,366970,1356673,506695,2371251,1151630,856333,71634.0,229874,16.991109587475716,18.0646097588847,8.77332114425018
920,Arizona,2010,963517.0,8828122,1579806,3139588,4108728,8812967,4223152,2949514,400773.0,713810,9.16239360592496,9.146664770834349,4.3830591468547
921,Arkansas,2010,474897.0,5069272,787738,3677112,604422,5520387,2521528,1595730,639753.0,595456,10.67446625268216,11.62438802519283,5.309631351640461
922,California,2010,6213958.0,67356719,9715980,34173911,23466828,71227111,34657275,20704755,3556156.0,7150441,10.839583885182359,11.46243843296012,5.577326882479734
923,Colorado,2010,825242.0,8793676,714230,3817875,4261571,8914338,4232076,2807231,330789.0,1011988,10.655875488644543,10.802089568877978,5.1282847940361735
924,Connecticut,2010,534800.0,9726922,818573,3238401,5669948,9542108,5242817,2768520,331600.0,823081,18.18796185489903,17.84238593866866,9.803322737471952
925,Delaware,2010,117628.0,1733458,180584,992422,560452,1758988,901200,499586,79328.0,192826,14.736780358418065,14.953820518924065,7.661441153466861
926,District of Columbia,2010,43866.0,1195934,80585,0,1115349,1290048,526469,425379,40837.0,297363,27.26334746728674,29.408836000547122,12.001755345825924
927,Florida,2010,2627390.0,26231141,4200103,8216582,13814456,27267009,13869921,8069310,1573867.0,2944085,9.983725674528715,10.377983093488215,5.278973049299876
928,Georgia,2010,1660643.0,17839851,2598486,6739406,8501959,17834488,9841382,5059938,822517.0,1814143,10.742737000065636,10.739507528108089,5.926247844961259
929,Hawaii,2010,180196.0,2564856,382400,2093300,89156,2215458,1321657,697833,123051.0,72917,14.233701081045083,12.29471242424915,7.334552376301361
930,Idaho,2010,266613.0,2177999,444112,1231537,502350,2098737,1159932,638912,100157.0,135181,8.16914028948326,7.87184795940183,4.350620562388181
931,Illinois,2010,2098401.0,28253620,3809939,8696107,15747574,28560306,14668228,9146295,961079.0,1944264,13.464356907950387,13.61050914482027,6.990193008867228
932,Indiana,2010,1026053.0,14023240,1477561,7342841,5202838,11502534,5746633,3696608,492877.0,929416,13.667169239795605,11.21046768539247,5.6007175067954575
933,Iowa,2010,491255.0,5744872,728361,2217889,2798622,5941449,2970150,1622316,226336.0,811476,11.694276903034066,12.094429573235896,6.04604533287193
934,Kansas,2010,471406.0,5454128,673692,2860999,1919437,5979429,2837948,1529158,219287.0,1182167,11.569916377814453,12.684244578982872,6.020177935792077
935,Kentucky,2010,679901.0,6881951,1059915,3662243,2159793,7092071,3616584,2117063,416036.0,747498,10.121989819106016,10.43103481242122,5.31928030698587
936,Louisiana,2010,663802.0,8091029,1549575,3348043,3193411,8125021,4136550,2543542,402190.0,788979,12.188919286172684,12.240127327124654,6.231602194630327
937,Maine,2010,187634.0,2721365,320917,1083913,1316535,2680693,1421800,874381,106653.0,157510,14.503581440463881,14.286819020007036,7.577517933849942
938,Maryland,2010,848252.0,13327770,1004498,5544725,6778547,13205691,7147880,4047487,481151.0,1107922,15.712040761471826,15.568122444745194,8.42659964255905
939,Massachusetts,2010,929569.0,14919763,1092892,5742989,8083882,14857823,8479433,4512401,442057.0,807802,16.050194229798972,15.983561198792128,9.121897352428922
940,Michigan,2010,1510716.0,19393461,2383817,9694417,7315227,19967017,9457233,6228939,879325.0,1201729,12.837264581827425,13.2169229689763,6.260099846695209
941,Minnesota,2010,799615.0,10383935,1245368,5978487,3160080,10564774,5676045,2504618,795088.0,949938,12.986168343515317,13.212325931854705,7.098472389837609
942,Mississippi,2010,491651.0,4466377,945973,2109089,1411315,4504257,2337184,1399684,273024.0,421984,9.084446080654773,9.161492603493128,4.753746051569101
943,Missouri,2010,897348.0,9587703,1430854,3471772,4685077,10139784,5237387,3043213,549680.0,926566,10.684486954893753,11.299723184316452,5.836517159452074
944,Montana,2010,141693.0,1623971,256049,744931,622991,1642886,895727,531730,68814.0,110195,11.461194272123535,11.59468710522044,6.321603748950195
945,Nebraska,2010,294948.0,3720560,465728,1184996,2069836,3640199,2089854,927065,152158.0,371348,12.614291332709495,12.341833136688502,7.08549981691688
946,Nevada,2010,423859.0,4262471,358496,2341891,1562084,4260869,2117135,1359161,142848.0,381094,10.05634184953015,10.052562290761786,4.994903965705577
947,New Hampshire,2010,196648.0,2906573,185175,1060998,1660400,2856965,1612216,837094,76110.0,131261,14.780587648997193,14.528319637118098,8.19848663601969
948,New Jersey,2010,1369553.0,26676217,2386865,9059511,15229841,26736651,14481471,8958765,962529.0,1154089,19.478046486700404,19.522173293037948,10.573866801795914
949,New Mexico,2010,331436.0,3638606,753816,2307843,576947,3814058,1800983,1178045,135042.0,634137,10.978306520715915,11.507675690027638,5.433878637202959
950,New York,2010,2697357.0,55453300,3694050,23111427,28647823,60067253,36628097,14152383,1433218.0,6125749,20.5583836325707,22.26892954844316,13.579254433135844
951,North Carolina,2010,1444409.0,16621268,1927843,7451302,7242123,14162497,7637844,3873929,705012.0,1192652,11.507314064091265,9.805046216134073,5.287867909989483
952,North Dakota,2010,94997.0,1308214,277985,552616,477613,1267426,627378,342204,80790.0,142873,13.77110856132299,13.341747634135816,6.604187500657916
953,Ohio,2010,1669748.0,23247907,2310440,9987732,10949735,22701333,10976072,7468941,923709.0,2451038,13.923003351403924,13.595664136145095,6.573490131444984
954,Oklahoma,2010,653592.0,5778507,768319,2658186,2352002,5971651,2900568,1901671,624330.0,471937,8.841153196489554,9.136664769458623,4.437887856644513
955,Oregon,2010,560239.0,6219779,813110,2947614,2459055,6398065,3246437,2054025,219391.0,573818,11.102010035002918,11.420242075257168,5.794735818106201
956,Pennsylvania,2010,1682887.0,27883991,2977089,9430947,15475955,28231191,13442543,7774897,1183764.0,2208448,16.569140411685396,16.775452540782595,7.987787058786478
